year,country,type,latitude,longitude,month,day,elevation,vei,tsu
1936.0,Japan,Complex volcano,36.406,138.523,7.0,29.0,2568.0,3.0,0
1937.0,Chile,Stratovolcano,-38.692,-71.729,2.0,9.0,3125.0,2.0,0
1937.0,Papua New Guinea,Pyroclastic shield,-4.246,152.194,5.0,29.0,688.0,4.0,1
1938.0,"Congo, DRC",Shield volcano,-1.408,29.2,1.0,28.0,3058.0,1.0,1
1938.0,Philippines,Stratovolcano,13.257,123.685,6.0,5.0,2462.0,2.0,0
1938.0,Japan,Complex volcano,36.406,138.523,7.0,16.0,2568.0,1.0,0
1939.0,Netherlands,Submarine volcano,12.3,-61.64,7.0,24.0,-185.0,1.0,1
1939.0,Japan,Stratovolcano,30.484,140.303,8.0,17.0,394.0,2.0,0
1939.0,Indonesia,Complex volcano,-7.2,109.879,10.0,13.0,2565.0,1.0,0
1940.0,Indonesia,Stratovolcano,2.781,125.407,6.0,20.0,1797.0,2.0,0
1940.0,Japan,Stratovolcano,34.094,139.526,7.0,12.0,775.0,2.0,0
1940.0,Tanzania,Stratovolcano,-2.764,35.914,7.0,24.0,2962.0,2.0,0
1941.0,Japan,Complex volcano,36.406,138.523,7.0,13.0,2568.0,2.0,0
1941.0,Indonesia,Stratovolcano,-8.108,112.922,9.0,21.0,3657.0,2.0,0
1943.0,Mexico,Cinder cone,19.85,-101.75,2.0,20.0,3860.0,4.0,0
1943.0,Ecuador,Shield volcano,-0.92,-91.408,4.0,13.0,1640.0,3.0,0
1944.0,Italy,Complex volcano,40.821,14.426,3.0,27.0,1281.0,3.0,0
1944.0,United States,Stratovolcano,52.825,-169.944,6.0,10.0,1730.0,3.0,0
1944.0,Italy,Stratovolcano,38.789,15.213,8.0,20.0,924.0,2.0,1
1944.0,Japan,Stratovolcano,42.544,140.839,8.0,26.0,733.0,2.0,0
1944.0,Indonesia,Complex volcano,-7.2,109.879,12.0,4.0,2565.0,2.0,0
1944.0,Japan,Stratovolcano,42.544,140.839,12.0,28.0,733.0,2.0,0
1946.0,Indonesia,Stratovolcano,-8.108,112.922,10.0,29.0,3657.0,2.0,0
1946.0,Russia,Stratovolcano,48.092,153.2,11.0,13.0,1496.0,4.0,1
1947.0,Philippines,Stratovolcano,13.257,123.685,1.0,7.0,2462.0,2.0,0
1947.0,Japan,Complex volcano,36.406,138.523,8.0,14.0,2568.0,2.0,0
1947.0,Iceland,Stratovolcano,63.983,-19.666,11.0,2.0,1490.0,4.0,0
1948.0,Indonesia,Complex volcano,-8.532,123.573,4.0,7.0,583.0,2.0,0
1949.0,Chile,Stratovolcano,-39.42,-71.93,1.0,1.0,2847.0,3.0,0
1949.0,Colombia,Stratovolcano,2.32,-76.4,5.0,26.0,4650.0,2.0,0
1950.0,Indonesia,Stratovolcano,-8.108,112.922,8.0,28.0,3657.0,1.0,0
1950.0,Philippines,Stratovolcano,9.203,124.673,9.0,15.0,1552.0,3.0,0
1950.0,Japan,Complex volcano,36.406,138.523,9.0,23.0,2568.0,2.0,0
1951.0,Papua New Guinea,Stratovolcano,-8.95,148.15,1.0,21.0,1680.0,4.0,0
1951.0,Indonesia,Stratovolcano,-7.935,112.314,8.0,31.0,1730.0,3.0,0
1951.0,Philippines,Stratovolcano,9.203,124.673,12.0,4.0,1552.0,3.0,0
1952.0,Japan,Submarine volcano,31.888,139.918,9.0,16.0,11.0,2.0,1
1952.0,Japan,Submarine volcano,31.888,139.918,9.0,17.0,11.0,2.0,1
1952.0,Japan,Submarine volcano,31.888,139.918,9.0,23.0,11.0,2.0,1
1952.0,Japan,Submarine volcano,31.888,139.918,9.0,24.0,11.0,2.0,1
1952.0,Japan,Submarine volcano,31.888,139.918,9.0,26.0,11.0,2.0,1
1953.0,Japan,Submarine volcano,31.888,139.918,3.0,11.0,11.0,2.0,1
1953.0,Indonesia,Stratovolcano,-7.54,110.446,3.0,23.0,2910.0,3.0,0
1953.0,Japan,Submarine volcano,31.888,139.918,3.0,25.0,11.0,2.0,1
1953.0,Japan,Caldera,32.885,131.085,4.0,27.0,1592.0,2.0,0
1953.0,Papua New Guinea,Complex volcano,-2.38,147.35,6.0,27.0,270.0,0.0,1
1953.0,Japan,Stratovolcano,34.724,139.394,10.0,5.0,746.0,1.0,0
1954.0,Papua New Guinea,Stratovolcano,-3.613,144.818,8.0,3.0,685.0,2.0,0
1955.0,Chile,Pyroclastic cone,-40.35,-72.07,7.0,26.0,1114.0,4.0,0
1955.0,Japan,Stratovolcano,31.577,130.659,10.0,13.0,1117.0,3.0,0
1956.0,Russia,Stratovolcano,55.972,160.595,3.0,30.0,2882.0,5.0,1
1957.0,United States,Stratovolcano,53.13,-168.693,3.0,11.0,2149.0,2.0,0
1957.0,Japan,Stratovolcano,34.724,139.394,10.0,13.0,746.0,2.0,0
1958.0,Indonesia,Stratovolcano,1.352,124.865,7.0,12.0,1299.0,2.0,0
1958.0,Vanuatu,Caldera,-16.83,168.523,10.0,7.0,-2.0,2.0,1
1960.0,Chile,Stratovolcano,-40.59,-72.117,5.0,25.0,2236.0,3.0,1
1961.0,Chile,Stratovolcano,-41.33,-72.618,1.0,25.0,1974.0,3.0,0
1961.0,Indonesia,Stratovolcano,-7.54,110.446,5.0,8.0,2910.0,3.0,0
1961.0,Japan,Complex volcano,36.406,138.523,8.0,18.0,2568.0,2.0,0
1962.0,Japan,Stratovolcano,43.418,142.686,6.0,29.0,2077.0,3.0,0
1962.0,Indonesia,Stratovolcano,0.81,127.332,12.0,31.0,1714.0,2.0,0
1963.0,Costa Rica,Stratovolcano,9.979,-83.852,3.0,17.0,3436.0,3.0,0
1963.0,Indonesia,Stratovolcano,-8.343,115.508,3.0,18.0,2997.0,5.0,1
1963.0,Indonesia,Stratovolcano,-8.108,112.922,5.0,5.0,3657.0,2.0,0
1963.0,Indonesia,Stratovolcano,-8.343,115.508,5.0,16.0,2997.0,3.0,0
1963.0,Chile,Stratovolcano,-39.42,-71.93,5.0,21.0,2847.0,2.0,0
1963.0,Indonesia,Caldera,-8.24,115.378,9.0,5.0,1711.0,2.0,0
1963.0,Guatemala,Stratovolcano,14.473,-90.88,9.0,28.0,3763.0,3.0,0
1963.0,Costa Rica,Stratovolcano,9.979,-83.852,12.0,10.0,3436.0,3.0,0
1964.0,Indonesia,Stratovolcano,-8.32,121.708,1.0,1.0,875.0,2.0,0
1964.0,Chile,Stratovolcano,-39.42,-71.93,3.0,3.0,2847.0,2.0,0
1964.0,Indonesia,Complex volcano,-7.2,109.879,12.0,13.0,2565.0,1.0,0
1965.0,Philippines,Stratovolcano,14.011,120.998,9.0,28.0,311.0,4.0,1
1965.0,Netherlands,Submarine volcano,12.3,-61.64,10.0,24.0,-185.0,0.0,1
1966.0,Solomon Is.,Stratovolcano,-10.386,165.804,1.0,13.0,796.0,3.0,1
1966.0,Indonesia,Stratovolcano,-7.935,112.314,4.0,26.0,1730.0,4.0,0
1966.0,Indonesia,Stratovolcano,3.689,125.447,8.0,12.0,1318.0,4.0,0
1966.0,Tanzania,Stratovolcano,-2.764,35.914,8.0,14.0,2962.0,4.0,0
1966.0,Costa Rica,Complex volcano,10.83,-85.324,11.0,6.0,1916.0,3.0,0
1967.0,Tanzania,Stratovolcano,-2.764,35.914,7.0,8.0,2962.0,3.0,0
1967.0,Indonesia,Stratovolcano,-8.108,112.922,8.0,31.0,3657.0,3.0,0
1967.0,Antarctica,Caldera,-62.957,-60.637,12.0,4.0,602.0,3.0,1
1968.0,Philippines,Stratovolcano,13.257,123.685,4.0,21.0,2462.0,3.0,0
1968.0,Costa Rica,Stratovolcano,10.463,-84.703,7.0,29.0,1670.0,3.0,0
1969.0,Indonesia,Stratovolcano,-7.54,110.446,1.0,7.0,2910.0,2.0,0
1969.0,Indonesia,Stratovolcano,-8.891,121.641,1.0,28.0,618.0,3.0,0
1969.0,Philippines,Compound volcano,19.077,122.202,3.0,21.0,228.0,2.0,1
1970.0,Iceland,Stratovolcano,63.983,-19.666,5.0,5.0,1490.0,3.0,0
1971.0,Chile,Stratovolcano,-45.9,-72.97,8.0,12.0,1905.0,3.0,0
1971.0,Solomon Is.,Stratovolcano,-10.386,165.804,9.0,6.0,796.0,2.0,1
1971.0,Guatemala,Stratovolcano,14.473,-90.88,9.0,14.0,3763.0,3.0,0
1971.0,Spain,Stratovolcano,28.57,-17.83,10.0,28.0,2426.0,2.0,0
1971.0,Chile,Stratovolcano,-39.42,-71.93,10.0,29.0,2847.0,2.0,0
1972.0,Papua New Guinea,Stratovolcano,-5.519,148.115,10.0,9.0,75.0,1.0,1
1973.0,Iceland,Submarine volcano,63.416,-20.266,1.0,27.0,283.0,3.0,0
1974.0,Indonesia,Stratovolcano,2.781,125.407,2.0,11.0,1797.0,3.0,0
1974.0,Japan,Stratovolcano,31.577,130.659,6.0,17.0,1117.0,3.0,0
1974.0,Japan,Lava dome,36.921,138.036,7.0,28.0,2400.0,2.0,0
1974.0,Japan,Stratovolcano,31.577,130.659,8.0,9.0,1117.0,3.0,0
1974.0,Guatemala,Stratovolcano,14.473,-90.88,10.0,10.0,3763.0,4.0,0
1974.0,Papua New Guinea,Stratovolcano,-5.519,148.115,10.0,17.0,75.0,1.0,1
1974.0,Indonesia,Stratovolcano,-7.54,110.446,10.0,22.0,2910.0,2.0,0
1975.0,Costa Rica,Stratovolcano,10.463,-84.703,6.0,17.0,1670.0,3.0,0
1975.0,United States,Shield volcano,19.421,-155.287,11.0,29.0,1222.0,0.0,1
1976.0,Ecuador,Stratovolcano,-2.005,-78.341,8.0,12.0,5286.0,3.0,0
1976.0,Indonesia,Stratovolcano,-8.108,112.922,8.0,31.0,3657.0,2.0,0
1976.0,Indonesia,Stratovolcano,2.781,125.407,9.0,15.0,1797.0,2.0,0
1976.0,Indonesia,Stratovolcano,-7.54,110.446,11.0,25.0,2910.0,2.0,0
1977.0,"Congo, DRC",Stratovolcano,-1.52,29.25,1.0,10.0,3470.0,1.0,0
1977.0,Comoros,Shield volcano,-11.75,43.38,4.0,5.0,2361.0,1.0,0
1977.0,Iceland,Caldera,65.715,-16.728,4.0,27.0,800.0,1.0,0
1977.0,Russia,Stratovolcano,56.056,160.642,8.0,2.0,4754.0,3.0,0
1977.0,Japan,Stratovolcano,42.544,140.839,8.0,7.0,733.0,3.0,0
1978.0,Philippines,Stratovolcano,12.769,124.056,7.0,29.0,1535.0,2.0,0
1978.0,Guatemala,Stratovolcano,14.757,-91.552,9.0,2.0,3745.0,3.0,0
1978.0,Indonesia,Stratovolcano,-8.108,112.922,9.0,19.0,3657.0,3.0,0
1978.0,Japan,Stratovolcano,42.544,140.839,10.0,24.0,733.0,3.0,0
1979.0,Indonesia,Complex volcano,-7.2,109.879,2.0,20.0,2565.0,1.0,0
1979.0,Papua New Guinea,Stratovolcano,-4.647,145.976,3.0,8.0,1839.0,2.0,0
1979.0,St. Vincent & the Grenadines,Stratovolcano,13.33,-61.18,4.0,13.0,1220.0,3.0,0
1979.0,Indonesia,Complex volcano,-0.38,100.474,4.0,30.0,2885.0,2.0,0
1979.0,Japan,Caldera,32.885,131.085,9.0,6.0,1592.0,2.0,0
1979.0,Italy,Stratovolcano,37.748,14.999,9.0,12.0,3357.0,3.0,0
1980.0,United States,Stratovolcano,46.2,-122.18,5.0,18.0,2549.0,5.0,1
1980.0,Iceland,Stratovolcano,63.983,-19.666,8.0,17.0,1490.0,3.0,0
1981.0,Italy,Stratovolcano,37.748,14.999,3.0,17.0,3357.0,2.0,0
1981.0,Indonesia,Stratovolcano,-8.108,112.922,3.0,29.0,3657.0,3.0,0
1981.0,Russia,Stratovolcano,50.861,155.565,4.0,27.0,2285.0,2.0,0
1981.0,Indonesia,Stratovolcano,-8.108,112.922,5.0,14.0,3657.0,3.0,0
1981.0,Indonesia,Stratovolcano,-8.32,121.708,9.0,5.0,875.0,2.0,0
1981.0,Indonesia,Caldera,-6.101,105.423,10.0,20.0,285.0,1.0,1
1982.0,Mexico,Tuff cone,17.36,-93.23,3.0,29.0,1150.0,5.0,0
1982.0,Mexico,Tuff cone,17.36,-93.23,4.0,4.0,1150.0,5.0,0
1982.0,Indonesia,Stratovolcano,-7.25,108.058,5.0,17.0,2168.0,4.0,0
1982.0,Mexico,Tuff cone,17.36,-93.23,5.0,27.0,1150.0,5.0,0
1983.0,Russia,Stratovolcano,56.056,160.642,3.0,8.0,4754.0,2.0,0
1983.0,Indonesia,Stratovolcano,-0.162,121.601,7.0,23.0,404.0,4.0,0
1983.0,Indonesia,Complex volcano,-8.532,123.573,8.0,17.0,583.0,1.0,1
1983.0,Japan,Stratovolcano,34.094,139.526,10.0,3.0,775.0,3.0,0
1984.0,Philippines,Stratovolcano,13.257,123.685,9.0,9.0,2462.0,3.0,0
1984.0,Italy,Stratovolcano,37.748,14.999,10.0,16.0,3357.0,3.0,0
1985.0,Indonesia,Stratovolcano,-8.108,112.922,5.0,10.0,3657.0,3.0,0
1985.0,Colombia,Stratovolcano,4.892,-75.324,11.0,13.0,5279.0,3.0,0
1985.0,Italy,Stratovolcano,37.748,14.999,12.0,19.0,3357.0,1.0,0
1986.0,Italy,Stratovolcano,38.789,15.213,7.0,24.0,924.0,2.0,0
1986.0,Cameroon,Maar,6.25,10.5,8.0,21.0,3011.0,3.0,1
1986.0,Indonesia,Stratovolcano,-7.54,110.446,10.0,15.0,2910.0,2.0,0
1986.0,Japan,Stratovolcano,34.724,139.394,11.0,15.0,746.0,3.0,0
1987.0,Guatemala,Complex volcano,14.382,-90.601,1.0,25.0,2569.0,3.0,0
1987.0,Italy,Stratovolcano,37.748,14.999,4.0,17.0,3357.0,2.0,0
1988.0,Pacific Ocean,Caldera,-4.523,129.881,5.0,9.0,596.0,3.0,0
1988.0,Costa Rica,Stratovolcano,10.463,-84.703,7.0,6.0,1670.0,3.0,0
1988.0,Indonesia,Stratovolcano,-8.108,112.922,7.0,30.0,3657.0,3.0,0
1988.0,Chile,Stratovolcano,-38.379,-71.586,12.0,25.0,2832.0,3.0,0
1990.0,Russia,Stratovolcano,56.653,161.36,2.0,2.0,3283.0,3.0,0
1990.0,Indonesia,Stratovolcano,-7.935,112.314,2.0,10.0,1730.0,4.0,0
1990.0,Japan,Caldera,32.885,131.085,3.0,26.0,1592.0,2.0,0
1990.0,Japan,Caldera,32.885,131.085,4.0,18.0,1592.0,2.0,0
1990.0,Peru,Stratovolcano,-15.52,-72.65,5.0,29.0,6377.0,3.0,0
1990.0,Guatemala,Stratovolcano,14.757,-91.552,7.0,19.0,3745.0,3.0,0
1990.0,Japan,Caldera,32.885,131.085,10.0,19.0,1592.0,2.0,0
1991.0,Japan,Complex volcano,32.761,130.299,6.0,3.0,1483.0,1.0,0
1991.0,Philippines,Stratovolcano,15.13,120.35,6.0,15.0,1486.0,6.0,0
1991.0,Comoros,Shield volcano,-11.75,43.38,7.0,3.0,2361.0,2.0,0
1991.0,Chile,Stratovolcano,-45.9,-72.97,8.0,8.0,1905.0,5.0,0
1991.0,Indonesia,Stratovolcano,1.358,124.792,10.0,24.0,1580.0,1.0,0
1991.0,Italy,Stratovolcano,37.748,14.999,12.0,14.0,3357.0,2.0,0
1992.0,Indonesia,Stratovolcano,2.781,125.407,1.0,21.0,1797.0,2.0,0
1992.0,Nicaragua,Cinder cone,12.506,-86.702,4.0,10.0,728.0,3.0,0
1992.0,Indonesia,Stratovolcano,2.781,125.407,5.0,11.0,1797.0,1.0,0
1992.0,Indonesia,Complex volcano,-0.38,100.474,7.0,5.0,2885.0,2.0,0
1992.0,Philippines,Stratovolcano,15.13,120.35,7.0,12.0,1486.0,1.0,0
1992.0,United States,Stratovolcano,61.299,-152.251,9.0,17.0,3374.0,4.0,0
1993.0,Colombia,Complex volcano,1.22,-77.37,1.0,14.0,4276.0,2.0,0
1993.0,Philippines,Stratovolcano,13.257,123.685,2.0,2.0,2462.0,2.0,0
1993.0,Ecuador,Stratovolcano,-0.171,-78.598,3.0,12.0,4784.0,1.0,0
1993.0,Indonesia,Caldera,-6.101,105.423,6.0,13.0,285.0,1.0,0
1993.0,Japan,Complex volcano,32.761,130.299,6.0,23.0,1483.0,1.0,0
1993.0,Philippines,Stratovolcano,15.13,120.35,6.0,26.0,1486.0,1.0,0
1994.0,Vanuatu,Stratovolcano,-19.532,169.447,1.0,15.0,361.0,3.0,0
1994.0,Indonesia,Stratovolcano,-8.108,112.922,2.0,3.0,3657.0,3.0,0
1994.0,Japan,Caldera,32.885,131.085,5.0,29.0,1592.0,1.0,0
1994.0,United States,Shield volcano,19.421,-155.287,7.0,8.0,1222.0,3.0,1
1994.0,Papua New Guinea,Pyroclastic shield,-4.246,152.194,9.0,19.0,688.0,3.0,1
1994.0,Indonesia,Stratovolcano,-8.42,116.47,11.0,3.0,3726.0,3.0,0
1994.0,Indonesia,Stratovolcano,-7.54,110.446,11.0,22.0,2910.0,3.0,0
1995.0,Vanuatu,Stratovolcano,-19.532,169.447,2.0,4.0,361.0,3.0,0
1995.0,Japan,Stratovolcano,36.227,137.587,2.0,11.0,2455.0,1.0,0
1995.0,Cape Verde,Stratovolcano,14.95,-24.35,4.0,2.0,2829.0,2.0,0
1995.0,Guatemala,Complex volcano,14.382,-90.601,4.0,7.0,2569.0,3.0,0
1996.0,Russia,Stratovolcano,54.049,159.443,1.0,2.0,1513.0,2.0,1
1996.0,Mexico,Stratovolcano,19.023,-98.622,4.0,30.0,5393.0,3.0,0
1996.0,Philippines,Stratovolcano,10.41,123.13,8.0,10.0,2422.0,2.0,0
1996.0,Iceland,Caldera,64.416,-17.316,9.0,30.0,1719.0,3.0,0
1996.0,Papua New Guinea,Stratovolcano,-4.08,145.037,12.0,3.0,1807.0,3.0,0
1997.0,Indonesia,Stratovolcano,-7.54,110.446,1.0,14.0,2910.0,2.0,0
1997.0,Indonesia,Stratovolcano,2.781,125.407,4.0,17.0,1797.0,1.0,0
1997.0,Montserrat,Stratovolcano,16.72,-62.18,6.0,25.0,915.0,3.0,0
1997.0,Montserrat,Stratovolcano,16.72,-62.18,8.0,1.0,915.0,3.0,0
1997.0,Indonesia,Stratovolcano,-8.108,112.922,9.0,2.0,3657.0,3.0,0
1999.0,Montserrat,Stratovolcano,16.72,-62.18,1.0,20.0,915.0,3.0,1
1999.0,Guatemala,Stratovolcano,14.473,-90.88,5.0,21.0,3763.0,2.0,0
1999.0,Russia,Stratovolcano,56.653,161.36,8.0,15.0,3283.0,4.0,0
1999.0,Ecuador,Stratovolcano,-0.171,-78.598,10.0,5.0,4784.0,3.0,0
1999.0,Ecuador,Stratovolcano,-1.467,-78.442,10.0,16.0,5023.0,3.0,0
2000.0,Japan,Stratovolcano,34.094,139.526,6.0,27.0,775.0,2.0,1
2000.0,Indonesia,Stratovolcano,-8.108,112.922,7.0,27.0,3657.0,3.0,0
2000.0,Costa Rica,Stratovolcano,10.463,-84.703,8.0,23.0,1670.0,3.0,0
2001.0,Italy,Stratovolcano,37.748,14.999,5.0,14.0,3357.0,3.0,0
2001.0,Italy,Stratovolcano,37.748,14.999,7.0,26.0,3357.0,2.0,0
2001.0,Indonesia,Stratovolcano,-7.54,110.446,8.0,5.0,2910.0,2.0,0
2001.0,Italy,Stratovolcano,38.789,15.213,10.0,20.0,924.0,2.0,0
2002.0,Indonesia,Stratovolcano,2.781,125.407,1.0,3.0,1797.0,3.0,0
2002.0,"Congo, DRC",Stratovolcano,-1.52,29.25,1.0,17.0,3470.0,1.0,0
2002.0,Italy,Stratovolcano,37.748,14.999,8.0,28.0,3357.0,3.0,0
2002.0,Ecuador,Stratovolcano,-0.077,-77.656,11.0,3.0,3562.0,4.0,0
2003.0,Montserrat,Stratovolcano,16.72,-62.18,7.0,12.0,915.0,3.0,1
2004.0,Indonesia,Stratovolcano,-8.676,122.455,1.0,29.0,1661.0,1.0,0
2004.0,Indonesia,Stratovolcano,-7.942,112.95,6.0,8.0,2329.0,2.0,0
2004.0,Papua New Guinea,Stratovolcano,-4.08,145.037,10.0,24.0,1807.0,4.0,0
2005.0,Papua New Guinea,Stratovolcano,-4.08,145.037,1.0,27.0,1807.0,4.0,0
2005.0,El Salvador,Stratovolcano,13.853,-89.63,10.0,1.0,2381.0,3.0,0
2005.0,Comoros,Shield volcano,-11.75,43.38,11.0,25.0,2361.0,3.0,0
2006.0,New Zealand,Stratovolcano,-29.27,-177.92,3.0,17.0,516.0,1.0,0
2006.0,Montserrat,Stratovolcano,16.72,-62.18,5.0,20.0,915.0,2.0,1
2006.0,Philippines,Stratovolcano,12.769,124.056,6.0,7.0,1535.0,2.0,0
2006.0,Indonesia,Stratovolcano,-7.54,110.446,6.0,14.0,2910.0,1.0,0
2006.0,Ecuador,Stratovolcano,-1.467,-78.442,7.0,18.0,5023.0,3.0,0
2006.0,Ecuador,Stratovolcano,-1.467,-78.442,8.0,17.0,5023.0,3.0,0
2006.0,Philippines,Stratovolcano,13.257,123.685,11.0,30.0,2462.0,1.0,0
2007.0,Papua New Guinea,Stratovolcano,-5.519,148.115,5.0,19.0,75.0,1.0,1
2007.0,Yemen,Stratovolcano,15.55,41.83,9.0,30.0,244.0,3.0,0
2008.0,United States,Stratovolcano,52.177,-175.508,8.0,8.0,314.0,3.0,1
2008.0,Ecuador,Stratovolcano,-1.467,-78.442,8.0,22.0,5023.0,3.0,0
2010.0,Iceland,Stratovolcano,63.633,-19.633,3.0,31.0,1651.0,2.0,0
2010.0,Guatemala,Complex volcano,14.382,-90.601,5.0,27.0,2569.0,1.0,0
2010.0,Indonesia,Stratovolcano,2.781,125.407,8.0,6.0,1797.0,3.0,0
2011.0,Philippines,Stratovolcano,12.769,124.056,2.0,23.0,1535.0,2.0,0
2011.0,Chile,Stratovolcano,-40.59,-72.117,6.0,4.0,2236.0,4.0,0
2011.0,Eritrea,Stratovolcano,13.37,41.7,6.0,22.0,2218.0,4.0,0
2011.0,Indonesia,Stratovolcano,0.81,127.332,12.0,27.0,1714.0,3.0,0
2013.0,Indonesia,Stratovolcano,-8.32,121.708,8.0,10.0,875.0,3.0,0
2013.0,Indonesia,Stratovolcano,3.17,98.392,9.0,15.0,2460.0,2.0,0
2014.0,Japan,Complex volcano,35.893,137.48,9.0,27.0,3067.0,3.0,0
2015.0,Papua New Guinea,Stratovolcano,-4.08,145.037,7.0,31.0,1807.0,2.0,0
2017.0,Indonesia,Stratovolcano,3.17,98.392,4.0,13.0,2460.0,2.0,0
2017.0,Guatemala,Stratovolcano,14.473,-90.88,6.0,6.0,3763.0,2.0,0
2018.0,Papua New Guinea,Stratovolcano,-3.608,144.588,1.0,5.0,365.0,2.0,0
2018.0,Philippines,Stratovolcano,13.257,123.685,1.0,13.0,2462.0,2.0,0
2018.0,Japan,Stratovolcano,36.618,138.528,1.0,23.0,2165.0,1.0,0
2018.0,United States,Shield volcano,19.421,-155.287,2.0,1.0,1222.0,1.0,0
2018.0,Papua New Guinea,Stratovolcano,-3.608,144.588,2.0,9.0,365.0,2.0,1
2018.0,Vanuatu,Shield volcano,-15.389,167.835,3.0,30.0,1496.0,3.0,0
2018.0,United States,Shield volcano,19.421,-155.287,4.0,28.0,1222.0,1.0,1
2018.0,Guatemala,Stratovolcano,14.473,-90.88,6.0,3.0,3763.0,2.0,0
2018.0,Papua New Guinea,Stratovolcano,-4.08,145.037,8.0,25.0,1807.0,4.0,0
2018.0,Vanuatu,Pyroclastic shield,-16.25,168.12,12.0,15.0,1334.0,2.0,0
2018.0,Indonesia,Caldera,-6.101,105.423,12.0,22.0,285.0,3.0,1
2018.0,Italy,Stratovolcano,37.748,14.999,12.0,26.0,3357.0,2.0,0
2019.0,Papua New Guinea,Stratovolcano,-4.08,145.037,1.0,7.0,1807.0,4.0,0
2019.0,Indonesia,Stratovolcano,3.17,98.392,5.0,7.0,2460.0,4.0,0
2019.0,Papua New Guinea,Stratovolcano,-5.05,151.33,6.0,26.0,2334.0,4.0,0
2019.0,Papua New Guinea,Stratovolcano,-4.08,145.037,6.0,28.0,1807.0,4.0,0
2019.0,Italy,Stratovolcano,38.789,15.213,7.0,3.0,924.0,2.0,1
2019.0,Italy,Stratovolcano,38.789,15.213,8.0,28.0,924.0,2.0,1
2019.0,New Zealand,Stratovolcano,-37.52,177.18,12.0,9.0,294.0,2.0,0
2020.0,Philippines,Stratovolcano,14.011,120.998,1.0,12.0,311.0,4.0,0
2021.0,Ecuador,Stratovolcano,-2.005,-78.341,3.0,5.0,5286.0,2.0,0
2021.0,St. Vincent & the Grenadines,Stratovolcano,13.33,-61.18,4.0,9.0,1220.0,4.0,1
2021.0,Italy,Stratovolcano,38.789,15.213,5.0,19.0,924.0,2.0,1
2021.0,"Congo, DRC",Stratovolcano,-1.52,29.25,5.0,22.0,3470.0,2.0,0
2021.0,Spain,Stratovolcano,28.57,-17.83,9.0,19.0,2426.0,3.0,0
2021.0,Indonesia,Stratovolcano,-8.108,112.922,12.0,4.0,3657.0,4.0,0
2022.0,Tonga,Submarine volcano,-20.553,-175.384,1.0,15.0,114.0,5.0,1
2022.0,Mexico,Stratovolcano,19.023,-98.622,6.0,22.0,5393.0,2.0,0
2022.0,Italy,Stratovolcano,38.789,15.213,10.0,9.0,924.0,2.0,1
2022.0,Italy,Stratovolcano,38.789,15.213,12.0,4.0,924.0,2.0,1
2022.0,Indonesia,Stratovolcano,-8.108,112.922,12.0,4.0,3657.0,4.0,0
2023.0,Papua New Guinea,Lava cone,-6.137,155.196,7.0,7.0,1855.0,2.0,0
2024.0,Indonesia,Complex volcano,-0.38,100.474,5.0,11.0,2885.0,2.0,0
2024.0,Philippines,Stratovolcano,10.41,123.13,6.0,3.0,2422.0,3.0,0
2024.0,Russia,Stratovolcano,56.653,161.36,8.0,17.0,3283.0,4.0,1
